project_id,project_name,start_date,end_date,project_manager,team_members,status,budget,expenditure,client
P1353,App Development,2022-06-25 20:26:27,2023-04-21 20:26:27,Frank,"Charlie, David, Bob",Completed,995955,132169,Client E
P1354,Data Warehouse,2023-04-09 20:26:27,2024-02-11 20:26:27,Frank,"Charlie, David, Alice",Cancelled,,693911,Client D
P1355,IoT Automation,2022-04-10 20:26:27,2023-10-10 20:26:27,Bob,"David, Frank, Eve",pennding,-100000,599999,Client C
P1356,Data Warehouse,2023-05-22 20:26:27,2023-09-23 20:26:27,Alice,Eve,Active,741799,636773,Client B
P1357,AI Software,2024-03-27 20:26:27,2023-04-29 20:26:27,Bob,"Frank, Eve, Charlie",pennding,183995,850536,Client B
P1358,IoT Automation,2023-03-14 20:26:27,2023-11-06 20:26:27,Frank,"Eve, Frank",Cancelled,735996,,Client B
P1359,,2023-04-20 20:26:27,2023-07-13 20:26:27,Alice,,Cancelled,,345376,Client C
P1360,Data Warehouse,2024-05-20 20:26:27,2024-01-10 20:26:27,Charlie,,Cancelled,156962,505736,Client C
P1361,AI Software,2024-05-05 20:26:27,2022-09-19 20:26:27,Alice,Alice,Cancelled,911235,396457,Client B
P1362,App Development,2023-11-20 20:26:27,2022-10-28 20:26:27,David,"Frank, David",Completed,760117,356351,Client C
P1363,IoT Automation,2022-05-30 20:26:27,,Eve,Frank,Active,710756,372323,Client A
P1364,,2023-05-07 20:26:27,2024-07-21 20:26:27,Bob,Bob,Pending,773262,,Client C
P1365,AI Software,2023-07-26 20:26:27,2023-08-20 20:26:27,Eve,"David, Alice",pennding,250625,,Client D
P1366,App Development,2024-06-23 20:26:27,2022-03-23 20:26:27,Alice,,Completed,,691714,Client D
P1367,IoT Automation,2022-11-24 20:26:27,,Alice,Frank,Cancelled,768470,647043,Client E
P1368,Cloud Migration,2024-03-24 20:26:27,2023-10-06 20:26:27,Alice,,Active,117634,667703,Client B
P1369,Data Warehouse,2022-10-17 20:26:27,2022-08-22 20:26:27,David,,Cancelled,562054,686968,Client A
P1370,Blockchain Integration,2023-03-03 20:26:27,2022-12-07 20:26:27,Eve,"David, Frank, Bob",Pending,395175,789966,Client B
P1371,,2023-06-08 20:26:27,2024-09-27 20:26:27,Eve,"Eve, Bob, Frank",Pending,161008,321034,Client A
P1372,Data Warehouse,2024-07-19 20:26:27,,Bob,"Frank, Charlie",Active,570836,522792,Client C
P1373,Blockchain Integration,2022-04-14 20:26:27,2024-11-14 20:26:27,,"Bob, David, Frank",Pending,861288,652847,Client D
P1374,IoT Automation,2023-05-17 20:26:27,2022-07-30 20:26:27,Bob,,Active,531642,479830,Client C
P1375,Blockchain Integration,2023-07-22 20:26:27,,David,,Completed,725278,601366,Client E
P1376,App Development,2022-07-15 20:26:27,2023-09-01 20:26:27,Charlie,Bob,Completed,120407,,Client C
P1377,Data Warehouse,2024-08-25 20:26:27,,Frank,,Pending,196541,229660,Client B
P1378,IoT Automation,2023-07-14 20:26:27,2023-11-06 20:26:27,Frank,Charlie,pennding,615998,,Client C
P1379,,2024-06-07 20:26:27,,David,"Eve, Alice, Charlie",Completed,966130,574816,Client C
P1380,IoT Automation,2023-05-14 20:26:27,,Charlie,"Frank, Eve, David",Active,503149,684848,Client E
P1381,,2023-08-22 20:26:27,2023-10-06 20:26:27,Alice,Eve,Completed,268791,808693,Client B
P1382,Blockchain Integration,2023-07-11 20:26:27,2023-06-05 20:26:27,,"Charlie, Frank, Bob",Pending,731031,653580,Client A
P1383,IoT Automation,2023-03-23 20:26:27,2022-03-09 20:26:27,Eve,"David, Frank",Pending,,609078,Client D
P1384,AI Software,2024-08-22 20:26:27,2022-03-27 20:26:27,Eve,"Alice, Bob, Charlie",Active,123839,597760,Client C
P1385,,2023-03-28 20:26:27,2024-05-24 20:26:27,Bob,"Bob, Alice",Pending,649434,332705,Client C
P1386,IoT Automation,2023-07-05 20:26:27,2023-08-28 20:26:27,Charlie,"Alice, Bob",Cancelled,375564,,Client A
P1387,AI Software,2022-12-02 20:26:27,,Bob,"Charlie, David",Active,,58363,Client A
P1388,Data Warehouse,2022-07-17 20:26:27,2022-04-11 20:26:27,Alice,Bob,Cancelled,312511,847178,Client A
P1389,Cloud Migration,2023-12-10 20:26:27,2024-02-01 20:26:27,,Eve,Completed,193519,185359,Client E
P1390,AI Software,2022-10-11 20:26:27,,Bob,"Eve, Frank, Charlie",pennding,429462,,Client D
P1391,App Development,2024-09-28 20:26:27,2023-06-16 20:26:27,Charlie,Eve,Pending,279567,551992,Client B
P1392,,2023-09-11 20:26:27,2024-03-27 20:26:27,Alice,Eve,Completed,520806,552194,Client E
P1393,IoT Automation,2024-02-03 20:26:27,2022-12-30 20:26:27,Alice,"Frank, Alice",Pending,671144,593762,Client E
P1394,Blockchain Integration,2022-07-07 20:26:27,,Charlie,,Active,586806,351009,Client A
P1395,AI Software,2024-10-17 20:26:27,2024-11-19 20:26:27,Bob,Charlie,Cancelled,,872470,Client E
P1396,Data Warehouse,2022-09-18 20:26:27,2024-08-23 20:26:27,David,Bob,Pending,272252,403032,Client B
P1397,Data Warehouse,2024-03-11 20:26:27,2022-09-13 20:26:27,Bob,,Completed,182412,664051,Client D
P1398,IoT Automation,2023-03-08 20:26:27,2023-01-04 20:26:27,Frank,"Eve, Alice, Charlie",Active,100487,865525,Client B
P1399,Cloud Migration,2024-08-07 20:26:27,2023-03-30 20:26:27,Charlie,"Eve, Frank",Completed,329502,306307,Client A
P1400,Blockchain Integration,2024-09-04 20:26:27,2024-11-04 20:26:27,Eve,"David, Bob, Charlie",Pending,349532,,Client D
P1401,Blockchain Integration,2023-08-14 20:26:27,2024-09-10 20:26:27,,Alice,Pending,802160,644212,Client B
P1402,,2023-11-03 20:26:27,2023-05-07 20:26:27,David,Frank,Cancelled,590448,369172,Client C
P1403,App Development,2022-11-03 20:26:27,2022-07-24 20:26:27,,"Charlie, Bob",Cancelled,701290,117201,Client B
P1404,Data Warehouse,2024-08-16 20:26:27,2023-04-03 20:26:27,Eve,,Pending,494244,690615,Client C
P1405,App Development,2023-04-15 20:26:27,2022-03-09 20:26:27,Alice,,Active,328855,107260,Client E
P1406,App Development,2024-08-20 20:26:27,2024-04-02 20:26:27,Bob,Eve,Pending,800318,198305,Client C
P1407,Data Warehouse,2022-03-08 20:26:27,2024-05-04 20:26:27,Alice,"Frank, Alice",Cancelled,422015,423053,Client E
P1408,Blockchain Integration,2022-04-19 20:26:27,2023-10-03 20:26:27,Frank,David,Active,151573,866615,Client E
P1409,,2024-08-11 20:26:27,2024-02-26 20:26:27,Eve,"Bob, David, Eve",pennding,276888,819485,Client B
P1410,Cloud Migration,2022-03-09 20:26:27,,David,David,Active,438713,399509,Client A
P1411,Data Warehouse,2023-06-25 20:26:27,2023-04-27 20:26:27,Bob,"Charlie, Frank, Bob",Completed,,423543,Client E
P1412,IoT Automation,2024-09-18 20:26:27,,Alice,Bob,pennding,408298,673803,Client E
P1413,Data Warehouse,2024-01-01 20:26:27,2022-03-26 20:26:27,David,"Alice, Bob, David",Active,957170,396834,Client C
P1414,AI Software,2023-08-29 20:26:27,,Alice,"Eve, Alice, Frank",Pending,,708510,Client E
P1415,Cloud Migration,2024-04-19 20:26:27,2024-03-01 20:26:27,Alice,Alice,Cancelled,155469,544249,Client D
P1416,AI Software,2022-08-25 20:26:27,2022-08-10 20:26:27,Alice,,Completed,314843,632355,Client E
P1417,Blockchain Integration,2024-06-04 20:26:27,2024-03-08 20:26:27,Bob,,Cancelled,972415,895324,Client A
P1418,Blockchain Integration,2022-08-28 20:26:27,2022-03-06 20:26:27,Alice,,Cancelled,593248,,Client D
P1419,IoT Automation,2023-01-03 20:26:27,2023-07-13 20:26:27,Frank,"Bob, Charlie, Frank",Cancelled,248660,279009,Client D
P1420,IoT Automation,2022-10-05 20:26:27,2022-10-06 20:26:27,,"Frank, Alice",pennding,876907,323774,Client C
P1421,IoT Automation,2022-12-29 20:26:27,2022-09-17 20:26:27,Eve,Charlie,Pending,799689,629391,Client A
P1422,Cloud Migration,2023-08-17 20:26:27,2023-08-06 20:26:27,Charlie,David,Cancelled,295714,321974,Client C
P1423,App Development,2023-10-03 20:26:27,,David,"Bob, David",Pending,,465811,Client A
P1424,Data Warehouse,2022-04-22 20:26:27,,Frank,"Eve, Charlie",Pending,770105,138753,Client A
P1425,AI Software,2023-09-25 20:26:27,,David,Eve,Cancelled,,,Client A
P1426,Cloud Migration,2023-07-19 20:26:27,,Frank,"Frank, Eve",Cancelled,960498,627482,Client B
P1427,AI Software,2022-05-14 20:26:27,2024-04-08 20:26:27,Bob,Charlie,Pending,967510,264647,Client A
P1428,Data Warehouse,2022-03-26 20:26:27,,Bob,"Eve, David, Charlie",Completed,758784,242484,Client B
P1429,App Development,2022-04-06 20:26:27,2023-09-24 20:26:27,Bob,,Pending,644656,477185,Client C
P1430,AI Software,2023-09-30 20:26:27,2023-06-10 20:26:27,Frank,"Bob, Charlie, Frank",Pending,540263,,Client C
P1431,Cloud Migration,2023-10-02 20:26:27,2022-12-03 20:26:27,Charlie,"Bob, Alice, Frank",Completed,672653,85112,Client B
P1432,Data Warehouse,2024-07-30 20:26:27,2024-03-10 20:26:27,Eve,"David, Alice, Eve",Cancelled,970053,254370,Client C
P1433,,2022-11-21 20:26:27,2023-10-08 20:26:27,David,Charlie,Pending,866748,356975,Client A
P1434,,2022-12-13 20:26:27,2022-08-02 20:26:27,David,"Charlie, Alice",Pending,559203,476327,Client B
P1435,IoT Automation,2022-05-09 20:26:27,2023-05-02 20:26:27,Bob,,Active,546714,163017,Client B
P1436,Data Warehouse,2023-04-17 20:26:27,2023-07-21 20:26:27,Bob,"David, Alice",Cancelled,342880,,Client A
P1437,App Development,2024-06-06 20:26:27,2024-04-10 20:26:27,Eve,"David, Alice",Active,665559,522658,Client A
P1438,Cloud Migration,2022-12-21 20:26:27,2024-02-18 20:26:27,Frank,,Pending,220570,485877,Client D
P1439,,2022-05-24 20:26:27,,Alice,"Charlie, Alice, Frank",Active,285825,776816,Client A
P1440,Data Warehouse,2023-10-30 20:26:27,2022-04-12 20:26:27,Eve,"Charlie, Frank, Bob",Active,433910,739997,Client C
P1441,AI Software,2024-06-21 20:26:27,,Bob,"Frank, Eve",Completed,454912,616516,Client E
P1442,IoT Automation,2024-04-21 20:26:27,2024-03-24 20:26:27,Frank,"Frank, Alice",Active,886716,84256,Client E
P1443,Blockchain Integration,2023-04-19 20:26:27,2022-06-10 20:26:27,David,"David, Charlie, Frank",Completed,874672,732754,Client D
P1444,Cloud Migration,2023-09-14 20:26:27,2024-03-30 20:26:27,Eve,"Eve, Frank, Charlie",Active,,792230,Client A
P1445,AI Software,2023-04-28 20:26:27,2024-03-09 20:26:27,Alice,"David, Bob",Completed,717203,646724,Client B
P1446,APP DEVELOPMENT,2024-06-12 20:26:27,2023-11-21 20:26:27,Frank,Charlie,Pending,767576,449957,Client D
P1447,App Development,2022-10-06 20:26:27,,,"Alice, Bob",Active,813813,102557,Client B
P1448,Data Warehouse,2024-03-06 20:26:27,,Charlie,"Charlie, Eve",Completed,224775,893807,Client A
P1449,App Development,2022-06-19 20:26:27,2022-12-28 20:26:27,David,"Charlie, Frank, Eve",Completed,834120,728044,Client E
P1450,Blockchain Integration,2024-10-17 20:26:27,2023-07-04 20:26:27,Alice,"Eve, Alice, Frank",Active,,,Client D
P1451,IoT Automation,2022-09-07 20:26:27,2022-09-29 20:26:27,Eve,,Active,620580,349941,Client A
P1452,AI Software,2024-09-27 20:26:27,2022-03-15 20:26:27,Bob,,Active,524762,,Client A
P1453,IoT Automation,2023-12-20 20:26:27,,Bob,,Active,946835,89363,Client B
P1454,Cloud Migration,2023-07-04 20:26:27,2023-02-23 20:26:27,Alice,,Pending,930895,384010,Client B
P1455,IoT Automation,2022-12-01 20:26:27,2022-05-15 20:26:27,Eve,,Active,,,Client A
P1456,Data Warehouse,2022-10-15 20:26:27,2022-05-16 20:26:27,Alice,,Completed,494387,882505,Client B
P1457,IoT Automation,2023-04-12 20:26:27,2024-02-12 20:26:27,Eve,"Eve, Frank",Cancelled,188450,,Client A
P1458,Cloud Migration,2023-08-13 20:26:27,2022-09-29 20:26:27,Charlie,David,Pending,279243,221305,Client E
P1459,AI Software,2023-04-25 20:26:27,2024-02-07 20:26:27,Eve,,Active,759737,636242,Client D
P1460,Blockchain Integration,2023-09-28 20:26:27,2022-10-13 20:26:27,Eve,,Active,806617,343948,Client E
P1461,AI Software,2022-06-30 20:26:27,2024-09-25 20:26:27,Bob,"Alice, Bob, David",Active,-100000,404775,Client E
P1462,AI Software,2024-02-28 20:26:27,2023-09-13 20:26:27,David,Eve,Completed,791593,838116,Client E
P1463,Data Warehouse,2024-02-10 20:26:27,2023-05-16 20:26:27,Frank,Frank,Completed,915044,840512,Client E
P1464,Cloud Migration,2023-07-07 20:26:27,,Frank,"Alice, Charlie",Active,569009,,Client A
P1465,AI Software,2023-11-01 20:26:27,2022-06-22 20:26:27,Bob,Eve,Completed,820106,189960,Client A
P1466,AI Software,2024-05-15 20:26:27,2024-05-25 20:26:27,Charlie,Alice,Active,697092,210765,Client A
P1467,Blockchain Integration,2024-01-12 20:26:27,2024-07-19 20:26:27,Alice,,pennding,176401,295128,Client C
P1468,,2024-04-10 20:26:27,2023-08-06 20:26:27,Bob,,Active,907498,,Client A
P1469,Blockchain Integration,2022-03-06 20:26:27,2024-11-11 20:26:27,Alice,"Charlie, David, Alice",Cancelled,176287,,Client A
P1470,Cloud Migration,2022-05-08 20:26:27,,Bob,"Bob, Alice",Completed,245483,651480,Client B
P1471,Cloud Migration,2022-10-09 20:26:27,2023-04-05 20:26:27,Frank,,Completed,517260,275995,Client C
P1472,Data Warehouse,2022-08-29 20:26:27,,David,"David, Charlie",Active,891636,60444,Client D
P1473,IoT Automation,2024-06-27 20:26:27,2022-06-21 20:26:27,David,Charlie,Active,141350,,Client A
P1474,IoT Automation,2024-09-18 20:26:27,2023-05-08 20:26:27,Bob,,Cancelled,660211,478124,Client B
P1475,IoT Automation,2022-07-15 20:26:27,2024-02-18 20:26:27,Bob,"Alice, Frank, Bob",Pending,381560,121010,Client A
P1476,App Development,2022-12-14 20:26:27,2023-03-03 20:26:27,Frank,,Completed,753721,178823,Client D
P1477,Cloud Migration,2023-08-18 20:26:27,2024-05-15 20:26:27,Alice,"Eve, Alice",Cancelled,402833,498555,Client A
P1478,App Development,2023-01-30 20:26:27,2024-04-18 20:26:27,Alice,David,Completed,116951,432940,Client E
P1479,IoT Automation,2022-08-28 20:26:27,2022-10-11 20:26:27,Frank,"Alice, Frank, Bob",Cancelled,233037,61226,Client D
P1480,IoT Automation,2022-03-07 20:26:27,2022-06-29 20:26:27,Charlie,"Frank, Eve, David",Completed,139623,497603,Client E
P1481,Blockchain Integration,2022-04-30 20:26:27,2023-08-16 20:26:27,Charlie,,Cancelled,937167,551626,Client D
P1482,Cloud Migration,2022-04-24 20:26:27,,Bob,"David, Eve, Frank",Pending,,414247,Client A
P1483,IoT Automation,2024-10-04 20:26:27,,David,Eve,Active,865079,380499,Client A
P1484,AI Software,2024-02-17 20:26:27,2024-03-30 20:26:27,Charlie,Charlie,Cancelled,982653,834746,Client D
P1485,Cloud Migration,2024-03-23 20:26:27,2022-11-12 20:26:27,Charlie,"Bob, David",Completed,854124,,Client B
P1486,App Development,2024-08-13 20:26:27,2024-03-23 20:26:27,Eve,Frank,Active,824992,438177,Client C
P1487,Cloud Migration,2024-07-09 20:26:27,2022-06-27 20:26:27,David,"David, Charlie, Alice",Active,406045,132042,Client E
P1488,,2023-02-20 20:26:27,2024-06-23 20:26:27,Alice,"Alice, Charlie, David",Completed,412619,231447,Client A
P1489,,2024-09-16 20:26:27,2022-10-25 20:26:27,Alice,,Completed,454126,,Client E
P1490,IoT Automation,2023-07-21 20:26:27,,,Eve,Pending,739348,856965,Client C
P1491,Data Warehouse,2023-02-16 20:26:27,2024-05-23 20:26:27,Alice,,Completed,760095,561323,Client A
P1492,Blockchain Integration,2022-12-02 20:26:27,2024-07-05 20:26:27,Eve,"Charlie, Frank, Eve",Completed,,80454,Client E
P1493,Cloud Migration,2022-10-31 20:26:27,2022-07-04 20:26:27,Bob,David,Active,,801555,Client C
P1494,Cloud Migration,2022-05-11 20:26:27,2023-05-23 20:26:27,Bob,Eve,Active,756477,880895,Client D
P1495,Blockchain Integration,2024-09-01 20:26:27,2022-09-07 20:26:27,Alice,Bob,Completed,580127,,Client E
P1496,Data Warehouse,2024-02-13 20:26:27,2024-03-08 20:26:27,David,,Completed,887663,530722,Client C
P1497,AI Software,2022-09-23 20:26:27,2023-04-18 20:26:27,Eve,"Eve, David",Pending,829054,,Client C
P1498,IoT Automation,2024-09-05 20:26:27,,Alice,,Completed,196118,659775,Client A
P1499,Data Warehouse,2023-09-05 20:26:27,,Alice,Frank,Completed,287739,885886,Client A
P1500,App Development,2023-07-29 20:26:27,,Bob,Bob,Cancelled,670392,858003,Client A
P1501,IoT Automation,2024-02-24 20:26:27,2024-03-04 20:26:27,Frank,"David, Frank, Charlie",Pending,509464,,Client B
P1502,Data Warehouse,2023-04-17 20:26:27,2023-02-14 20:26:27,David,"Eve, Bob, Charlie",Cancelled,665465,220964,Client D
P1503,AI Software,2024-03-12 20:26:27,,Eve,"Eve, Frank",Pending,788627,744070,Client C
P1504,Cloud Migration,2022-09-09 20:26:27,2024-02-27 20:26:27,Eve,"Alice, Frank, Charlie",Completed,745485,356891,Client B
P1505,Data Warehouse,2022-05-20 20:26:27,2023-04-26 20:26:27,,"Frank, David",Cancelled,498928,,Client C
P1506,Blockchain Integration,2022-08-18 20:26:27,2022-08-13 20:26:27,David,"Charlie, David",Pending,743851,510688,Client E
P1507,AI Software,2024-08-24 20:26:27,2024-10-30 20:26:27,Bob,"Bob, Eve, Alice",Pending,,807294,Client B
P1508,CLOUD MIGRATION,2024-05-30 20:26:27,2023-11-26 20:26:27,Frank,Eve,Completed,583819,321521,Client A
P1509,AI Software,2023-05-24 20:26:27,2022-03-09 20:26:27,Frank,"Frank, David, Eve",Active,658049,623009,Client A
P1510,IoT Automation,2023-12-29 20:26:27,2023-04-09 20:26:27,,Eve,Pending,668303,863892,Client D
P1511,Blockchain Integration,2024-02-24 20:26:27,2023-01-25 20:26:27,Bob,"Alice, Bob",Pending,753935,549423,Client B
P1512,IoT Automation,2022-07-08 20:26:27,2022-09-12 20:26:27,Alice,"Alice, Eve",Completed,557666,774549,Client E
P1513,IoT Automation,2022-03-27 20:26:27,2023-12-23 20:26:27,Charlie,,Active,853443,323101,Client E
P1514,App Development,2022-10-02 20:26:27,2023-07-09 20:26:27,Bob,"Charlie, Bob",Active,977705,702527,Client D
P1515,AI Software,2023-03-11 20:26:27,2023-08-20 20:26:27,Alice,Frank,Active,435666,679900,Client E
P1516,AI Software,2023-11-29 20:26:27,2023-10-26 20:26:27,Bob,"Bob, David, Charlie",Cancelled,305681,241760,Client A
P1517,Data Warehouse,2023-03-09 20:26:27,2023-08-03 20:26:27,Frank,"Charlie, Alice, Frank",Pending,886185,102477,Client D
P1518,Blockchain Integration,2023-02-16 20:26:27,2024-06-24 20:26:27,David,Charlie,Active,,720898,Client B
P1519,Blockchain Integration,2022-08-21 20:26:27,2023-02-03 20:26:27,Bob,"Bob, Frank",Cancelled,433713,612899,Client D
P1520,App Development,2022-12-02 20:26:27,2023-12-10 20:26:27,David,"Eve, Alice",Active,100686,512113,Client E
P1521,Blockchain Integration,2022-07-05 20:26:27,2023-03-03 20:26:27,Bob,,Cancelled,295283,760555,Client A
P1522,AI Software,2023-11-27 20:26:27,2022-07-04 20:26:27,Alice,"Bob, Alice, Eve",pennding,930897,205543,Client B
P1523,App Development,2024-02-21 20:26:27,2024-08-30 20:26:27,David,"Eve, Bob, Alice",Active,154391,117202,Client D
P1524,Blockchain Integration,2023-12-16 20:26:27,,Eve,,Pending,131350,382039,Client A
P1525,App Development,2022-05-07 20:26:27,2023-12-31 20:26:27,David,"David, Frank, Bob",Pending,477861,891654,Client D
P1526,Blockchain Integration,2024-05-27 20:26:27,2022-11-23 20:26:27,Alice,"Alice, Frank",Active,509106,869924,Client A
P1527,Blockchain Integration,2022-12-14 20:26:27,2023-01-29 20:26:27,David,"David, Charlie",Pending,749633,453992,Client D
P1528,Data Warehouse,2023-05-06 20:26:27,2022-05-26 20:26:27,Bob,,Pending,578816,609705,Client A
P1529,Blockchain Integration,2024-03-08 20:26:27,2022-06-20 20:26:27,Bob,"Frank, Alice",pennding,132122,317095,Client E
P1530,App Development,2023-08-24 20:26:27,2022-10-16 20:26:27,Eve,Frank,Pending,276076,809910,Client E
P1531,AI Software,2023-12-18 20:26:27,2022-03-07 20:26:27,David,"Alice, Charlie, Bob",Cancelled,668087,309423,Client A
P1532,Data Warehouse,2024-01-13 20:26:27,2024-06-01 20:26:27,Bob,"David, Eve",Pending,882733,707667,Client E
P1533,Blockchain Integration,2024-08-19 20:26:27,,David,Frank,Cancelled,492722,651257,Client D
P1534,Blockchain Integration,2023-03-30 20:26:27,,Charlie,David,Pending,291423,130015,Client B
P1535,App Development,2023-02-23 20:26:27,2023-01-12 20:26:27,Bob,"Eve, Charlie, Bob",Cancelled,512272,154574,Client B
P1536,Data Warehouse,2022-05-04 20:26:27,2022-10-20 20:26:27,David,"Frank, Alice, Eve",Pending,-100000,140127,Client B
P1537,Blockchain Integration,2022-09-29 20:26:27,2024-08-30 20:26:27,Frank,"David, Bob, Eve",pennding,470168,,Client E
P1538,,2022-04-01 20:26:27,2023-10-10 20:26:27,Bob,David,Completed,741086,588457,Client E
P1539,IoT Automation,2024-04-24 20:26:27,,,"David, Charlie, Bob",Completed,-100000,,Client D
P1540,AI Software,2023-01-18 20:26:27,,Charlie,Eve,Active,239563,771797,Client C
P1541,Blockchain Integration,2022-11-25 20:26:27,2023-05-08 20:26:27,Charlie,,Pending,875275,896559,Client D
P1542,AI Software,2023-08-10 20:26:27,,Bob,,Cancelled,382331,694025,Client D
P1543,Data Warehouse,2023-03-31 20:26:27,2023-06-02 20:26:27,Charlie,Frank,Cancelled,970641,,Client A
P1544,Blockchain Integration,2023-06-01 20:26:27,2024-08-26 20:26:27,Bob,"Frank, Charlie",Cancelled,304019,127525,Client E
P1545,App Development,2024-09-02 20:26:27,,Alice,"Eve, Bob, Charlie",Pending,700408,101887,Client B
P1546,Data Warehouse,2023-11-03 20:26:27,2024-08-25 20:26:27,,"Bob, Charlie, Frank",Cancelled,456710,558277,Client D
P1547,AI Software,2022-03-01 20:26:27,2022-05-28 20:26:27,Eve,"David, Frank, Eve",Cancelled,373393,87805,Client C
P1548,Blockchain Integration,2023-01-01 20:26:27,2024-03-30 20:26:27,Alice,"David, Charlie, Alice",Cancelled,,286490,Client B
P1549,Data Warehouse,2022-12-03 20:26:27,2024-02-03 20:26:27,Charlie,"David, Frank",Cancelled,443807,419645,Client A
P1550,AI Software,2023-09-26 20:26:27,2024-07-13 20:26:27,,"David, Alice, Bob",Completed,898488,699515,Client D
P1551,Blockchain Integration,2022-08-08 20:26:27,,Alice,"Frank, Alice",Completed,606779,778178,Client D
P1552,IoT Automation,2023-05-02 20:26:27,2024-10-21 20:26:27,David,"Frank, Bob",Cancelled,460029,677234,Client E
P1553,Cloud Migration,2023-11-29 20:26:27,,David,"David, Eve",Cancelled,703396,851445,Client A
P1554,App Development,2022-11-07 20:26:27,2022-04-27 20:26:27,David,Alice,Active,717741,156979,Client A
P1555,AI Software,2023-08-21 20:26:27,2023-07-21 20:26:27,Bob,"Bob, David, Alice",Completed,828338,199007,Client B
P1556,IoT Automation,2023-08-29 20:26:27,2022-06-12 20:26:27,Charlie,"Charlie, Frank",Pending,655473,456648,Client C
P1557,AI Software,2024-05-21 20:26:27,2024-02-15 20:26:27,Bob,,pennding,819781,311906,Client E
P1558,Cloud Migration,2023-12-18 20:26:27,2024-07-04 20:26:27,Charlie,Charlie,Completed,334412,526476,Client A
P1559,Cloud Migration,2023-10-01 20:26:27,2022-12-06 20:26:27,Eve,Charlie,Cancelled,628986,72506,Client E
P1560,Data Warehouse,2024-04-15 20:26:27,2023-03-25 20:26:27,Bob,Charlie,Pending,845134,353312,Client C
P1561,App Development,2022-09-09 20:26:27,2023-02-12 20:26:27,Frank,Eve,Active,483573,168475,Client C
P1562,App Development,2023-04-19 20:26:27,2022-06-05 20:26:27,Eve,"Bob, Alice, Charlie",Cancelled,,445191,Client D
P1563,,2023-06-24 20:26:27,2023-06-02 20:26:27,Bob,"Alice, Frank, David",Completed,644142,768378,Client E
P1564,Cloud Migration,2024-02-17 20:26:27,2023-05-23 20:26:27,Eve,,Completed,505042,669816,Client A
P1565,App Development,2022-06-04 20:26:27,2023-11-30 20:26:27,Eve,"Eve, Alice",Completed,685823,,Client A
P1566,Blockchain Integration,2024-03-04 20:26:27,2024-04-01 20:26:27,Bob,"Bob, Charlie, Frank",Completed,739509,251701,Client B
P1567,App Development,2023-12-18 20:26:27,2023-08-25 20:26:27,Alice,"David, Bob, Charlie",Active,611462,825985,Client C
P1568,AI Software,2022-05-26 20:26:27,2023-09-24 20:26:27,David,"Charlie, David",Active,401260,775987,Client C
P1569,,2022-10-27 20:26:27,2024-01-14 20:26:27,Eve,"Bob, Alice, Eve",Cancelled,335097,254998,Client B
P1570,IoT Automation,2024-05-26 20:26:27,,David,"Alice, Eve, David",Cancelled,,353978,Client B
P1571,App Development,2022-07-18 20:26:27,2022-10-05 20:26:27,Bob,Bob,Completed,753451,,Client B
P1572,Data Warehouse,2023-07-04 20:26:27,2023-12-03 20:26:27,Eve,Bob,Pending,808236,69421,Client D
P1573,Cloud Migration,2022-03-29 20:26:27,,David,,Pending,964371,593754,Client B
P1574,IoT Automation,2024-08-22 20:26:27,,David,"Frank, David",Completed,972831,678328,Client B
P1575,AI Software,2023-03-25 20:26:27,2022-03-26 20:26:27,Charlie,"Charlie, Alice, Eve",Active,604592,,Client A
P1576,AI Software,2023-08-25 20:26:27,2024-01-18 20:26:27,Alice,,Cancelled,272820,,Client D
P1577,Cloud Migration,2023-08-21 20:26:27,,Frank,"David, Alice, Eve",Cancelled,,893515,Client E
P1578,Cloud Migration,2023-03-30 20:26:27,2024-01-25 20:26:27,,,Completed,838916,442367,Client A
P1579,,2023-04-27 20:26:27,2022-08-27 20:26:27,,"Bob, Eve",Pending,347482,445861,Client D
P1580,IoT Automation,2024-06-05 20:26:27,,Bob,"David, Eve",Pending,139521,767597,Client E
P1581,AI Software,2023-09-19 20:26:27,2023-09-25 20:26:27,Bob,"Charlie, David",pennding,,691809,Client D
P1582,Cloud Migration,2024-02-15 20:26:27,2023-08-30 20:26:27,Charlie,"Frank, Eve",Completed,513695,,Client E
P1583,IoT Automation,2024-02-02 20:26:27,2024-06-05 20:26:27,David,"David, Alice",Cancelled,441045,764993,Client C
P1584,Cloud Migration,2024-03-26 20:26:27,2023-01-28 20:26:27,Eve,"Eve, Charlie",Cancelled,212745,319881,Client D
P1585,AI Software,2023-11-17 20:26:27,,Bob,"Eve, Frank, Bob",Cancelled,443687,240483,Client C
P1586,AI Software,2022-12-28 20:26:27,2024-08-30 20:26:27,Eve,"Frank, David",Cancelled,327117,715490,Client D
P1587,Data Warehouse,2024-08-01 20:26:27,2024-03-19 20:26:27,Bob,"Frank, Alice, David",pennding,483894,217728,Client D
P1588,App Development,2022-03-21 20:26:27,2022-08-23 20:26:27,Eve,,Cancelled,324885,676768,Client A
P1589,Blockchain Integration,2023-07-18 20:26:27,2022-08-16 20:26:27,Alice,"Charlie, David",Active,598970,484230,Client D
P1590,AI Software,2022-06-06 20:26:27,2024-02-15 20:26:27,David,"Charlie, Frank, Bob",Pending,650004,,Client D
P1591,Blockchain Integration,2023-10-07 20:26:27,2022-10-21 20:26:27,Alice,Alice,Active,,572199,Client C
